"RunId","GroupId","Spec","Title","Test Status","Expected Status","Attempt #","Attempt Duration","Attempt Status","Attempt Start Time","Attempt Error"
"5438b418d431bae7","firefox-desktop","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should redirect to homepage with missing UTM on protected page","passed","passed","0","1745","passed","2025-10-13T09:27:46.570Z",""
"5438b418d431bae7","firefox-desktop","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should show expiration page for expired UTM","passed","passed","0","2456","passed","2025-10-13T09:27:47.578Z",""
"5438b418d431bae7","firefox-desktop","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should redirect for tampered UTM","passed","passed","0","2024","passed","2025-10-13T09:27:47.649Z",""
"5438b418d431bae7","firefox-desktop","utm-validation.spec.ts","UTM Parameter Validation,One-time use enforcement,should prevent reuse of UTM token","pending","skipped","0","0","skipped","2025-10-13T09:27:48.160Z",""
"5438b418d431bae7","firefox-desktop","utm-validation.spec.ts","UTM Parameter Validation,Edge cases,should handle malformed UTM gracefully","passed","passed","0","10595","passed","2025-10-13T09:27:48.161Z",""
"5438b418d431bae7","firefox-desktop","utm-validation.spec.ts","UTM Parameter Validation,Edge cases,should handle very long UTM parameters","passed","passed","0","2433","passed","2025-10-13T09:27:48.757Z",""
"5438b418d431bae7","webkit-desktop","utm-validation.spec.ts","UTM Parameter Validation,Valid UTM flow,should display purchase page with valid UTM","passed","passed","0","2496","passed","2025-10-13T09:28:35.785Z",""
"5438b418d431bae7","webkit-desktop","utm-validation.spec.ts","UTM Parameter Validation,Valid UTM flow,should persist purchase mode on homepage with valid UTM","passed","passed","0","1831","passed","2025-10-13T09:28:36.887Z",""
"5438b418d431bae7","webkit-desktop","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should redirect to homepage with missing UTM on protected page","passed","passed","0","1016","passed","2025-10-13T09:28:36.922Z",""
"5438b418d431bae7","webkit-desktop","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should show expiration page for expired UTM","passed","passed","0","1039","passed","2025-10-13T09:28:38.052Z",""
"5438b418d431bae7","webkit-desktop","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should redirect for tampered UTM","passed","passed","0","1035","passed","2025-10-13T09:28:38.154Z",""
"5438b418d431bae7","webkit-desktop","utm-validation.spec.ts","UTM Parameter Validation,One-time use enforcement,should prevent reuse of UTM token","pending","skipped","0","0","skipped","2025-10-13T09:28:38.424Z",""
"5438b418d431bae7","webkit-desktop","utm-validation.spec.ts","UTM Parameter Validation,Edge cases,should handle malformed UTM gracefully","passed","passed","0","4513","passed","2025-10-13T09:28:38.425Z",""
"5438b418d431bae7","webkit-desktop","utm-validation.spec.ts","UTM Parameter Validation,Edge cases,should handle very long UTM parameters","passed","passed","0","1018","passed","2025-10-13T09:28:38.821Z",""
"5438b418d431bae7","chromium-mobile","utm-validation.spec.ts","UTM Parameter Validation,Valid UTM flow,should display purchase page with valid UTM","passed","passed","0","1874","passed","2025-10-13T09:29:14.355Z",""
"5438b418d431bae7","chromium-mobile","utm-validation.spec.ts","UTM Parameter Validation,Valid UTM flow,should persist purchase mode on homepage with valid UTM","passed","passed","0","1606","passed","2025-10-13T09:29:14.690Z",""
"5438b418d431bae7","chromium-mobile","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should redirect to homepage with missing UTM on protected page","passed","passed","0","924","passed","2025-10-13T09:29:15.547Z",""
"5438b418d431bae7","chromium-mobile","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should show expiration page for expired UTM","passed","passed","0","962","passed","2025-10-13T09:29:15.824Z",""
"5438b418d431bae7","chromium-mobile","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should redirect for tampered UTM","passed","passed","0","937","passed","2025-10-13T09:29:16.441Z",""
"5438b418d431bae7","chromium-mobile","utm-validation.spec.ts","UTM Parameter Validation,One-time use enforcement,should prevent reuse of UTM token","pending","skipped","0","0","skipped","2025-10-13T09:29:16.444Z",""
"5438b418d431bae7","chromium-mobile","utm-validation.spec.ts","UTM Parameter Validation,Edge cases,should handle malformed UTM gracefully","passed","passed","0","4162","passed","2025-10-13T09:29:16.445Z",""
"5438b418d431bae7","chromium-mobile","utm-validation.spec.ts","UTM Parameter Validation,Edge cases,should handle very long UTM parameters","passed","passed","0","1299","passed","2025-10-13T09:29:16.591Z",""
"5438b418d431bae7","webkit-mobile","utm-validation.spec.ts","UTM Parameter Validation,Valid UTM flow,should display purchase page with valid UTM","passed","passed","0","1490","passed","2025-10-13T09:29:55.120Z",""
"5438b418d431bae7","webkit-mobile","utm-validation.spec.ts","UTM Parameter Validation,Valid UTM flow,should persist purchase mode on homepage with valid UTM","passed","passed","0","1773","passed","2025-10-13T09:29:55.303Z",""
"5438b418d431bae7","webkit-mobile","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should redirect to homepage with missing UTM on protected page","passed","passed","0","1065","passed","2025-10-13T09:29:55.353Z",""
"5438b418d431bae7","webkit-mobile","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should show expiration page for expired UTM","passed","passed","0","1338","passed","2025-10-13T09:29:55.499Z",""
"5438b418d431bae7","webkit-mobile","utm-validation.spec.ts","UTM Parameter Validation,Invalid UTM handling,should redirect for tampered UTM","passed","passed","0","928","passed","2025-10-13T09:29:56.468Z",""
"5438b418d431bae7","webkit-mobile","utm-validation.spec.ts","UTM Parameter Validation,Edge cases,should handle malformed UTM gracefully","passed","passed","0","2043","passed","2025-10-13T09:29:56.668Z",""
"5438b418d431bae7","webkit-mobile","utm-validation.spec.ts","UTM Parameter Validation,One-time use enforcement,should prevent reuse of UTM token","pending","skipped","0","0","skipped","2025-10-13T09:29:56.666Z",""
"5438b418d431bae7","webkit-mobile","utm-validation.spec.ts","UTM Parameter Validation,Edge cases,should handle very long UTM parameters","passed","passed","0","783","passed","2025-10-13T09:29:56.887Z",""
"5438b418d431bae7","chromium-desktop","test-analytics-component.spec.ts","Analytics Component Rendering Test","passed","passed","0","8753","passed","2025-10-13T09:26:39.850Z",""
"5438b418d431bae7","firefox-desktop","test-analytics-component.spec.ts","Analytics Component Rendering Test","passed","passed","0","10106","passed","2025-10-13T09:27:43.588Z",""
"5438b418d431bae7","webkit-desktop","test-analytics-component.spec.ts","Analytics Component Rendering Test","passed","passed","0","9071","passed","2025-10-13T09:28:35.700Z",""
"5438b418d431bae7","chromium-mobile","test-analytics-component.spec.ts","Analytics Component Rendering Test","passed","passed","0","8874","passed","2025-10-13T09:29:14.284Z",""
"5438b418d431bae7","webkit-mobile","test-analytics-component.spec.ts","Analytics Component Rendering Test","passed","passed","0","8581","passed","2025-10-13T09:29:54.683Z",""
"5438b418d431bae7","chromium-desktop","site-mode.spec.ts","Site Mode Selection,Production Mode,homepage without UTM shows organic/waitlist mode","passed","passed","0","2565","passed","2025-10-13T09:26:38.169Z",""
"5438b418d431bae7","chromium-desktop","site-mode.spec.ts","Site Mode Selection,Production Mode,invalid UTM hash redirects to homepage","passed","passed","0","3260","passed","2025-10-13T09:26:39.033Z",""
"5438b418d431bae7","chromium-desktop","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,homepage without UTM shows organic/waitlist mode in dev","passed","passed","0","3232","passed","2025-10-13T09:26:39.833Z",""
"5438b418d431bae7","chromium-desktop","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,purchase URL with mock UTM shows purchase mode","pending","skipped","0","0","skipped","2025-10-13T09:26:39.844Z",""
"5438b418d431bae7","chromium-desktop","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,different mock hashes show different business data","pending","skipped","0","0","skipped","2025-10-13T09:26:39.844Z",""
"5438b418d431bae7","firefox-desktop","site-mode.spec.ts","Site Mode Selection,Production Mode,homepage without UTM shows organic/waitlist mode","passed","passed","0","4175","passed","2025-10-13T09:27:42.315Z",""
"5438b418d431bae7","firefox-desktop","site-mode.spec.ts","Site Mode Selection,Production Mode,invalid UTM hash redirects to homepage","passed","passed","0","4295","passed","2025-10-13T09:27:43.155Z",""
"5438b418d431bae7","firefox-desktop","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,homepage without UTM shows organic/waitlist mode in dev","passed","passed","0","4329","passed","2025-10-13T09:27:43.273Z",""
"5438b418d431bae7","firefox-desktop","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,purchase URL with mock UTM shows purchase mode","pending","skipped","0","0","skipped","2025-10-13T09:27:43.585Z",""
"5438b418d431bae7","firefox-desktop","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,different mock hashes show different business data","pending","skipped","0","0","skipped","2025-10-13T09:27:43.585Z",""
"5438b418d431bae7","webkit-desktop","site-mode.spec.ts","Site Mode Selection,Production Mode,homepage without UTM shows organic/waitlist mode","passed","passed","0","3450","passed","2025-10-13T09:28:33.370Z",""
"5438b418d431bae7","webkit-desktop","site-mode.spec.ts","Site Mode Selection,Production Mode,invalid UTM hash redirects to homepage","passed","passed","0","3315","passed","2025-10-13T09:28:34.709Z",""
"5438b418d431bae7","webkit-desktop","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,homepage without UTM shows organic/waitlist mode in dev","passed","passed","0","3604","passed","2025-10-13T09:28:35.514Z",""
"5438b418d431bae7","webkit-desktop","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,purchase URL with mock UTM shows purchase mode","pending","skipped","0","0","skipped","2025-10-13T09:28:35.693Z",""
"5438b418d431bae7","webkit-desktop","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,different mock hashes show different business data","pending","skipped","0","0","skipped","2025-10-13T09:28:35.694Z",""
"5438b418d431bae7","chromium-mobile","site-mode.spec.ts","Site Mode Selection,Production Mode,homepage without UTM shows organic/waitlist mode","passed","passed","0","3302","passed","2025-10-13T09:29:12.124Z",""
"5438b418d431bae7","chromium-mobile","site-mode.spec.ts","Site Mode Selection,Production Mode,invalid UTM hash redirects to homepage","passed","passed","0","2726","passed","2025-10-13T09:29:12.954Z",""
"5438b418d431bae7","chromium-mobile","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,purchase URL with mock UTM shows purchase mode","pending","skipped","0","0","skipped","2025-10-13T09:29:14.279Z",""
"5438b418d431bae7","chromium-mobile","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,different mock hashes show different business data","pending","skipped","0","0","skipped","2025-10-13T09:29:14.280Z",""
"5438b418d431bae7","chromium-mobile","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,homepage without UTM shows organic/waitlist mode in dev","passed","passed","0","3048","passed","2025-10-13T09:29:14.275Z",""
"5438b418d431bae7","webkit-mobile","site-mode.spec.ts","Site Mode Selection,Production Mode,homepage without UTM shows organic/waitlist mode","passed","passed","0","3409","passed","2025-10-13T09:29:51.839Z",""
"5438b418d431bae7","webkit-mobile","site-mode.spec.ts","Site Mode Selection,Production Mode,invalid UTM hash redirects to homepage","passed","passed","0","3355","passed","2025-10-13T09:29:52.060Z",""
"5438b418d431bae7","webkit-mobile","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,homepage without UTM shows organic/waitlist mode in dev","passed","passed","0","3158","passed","2025-10-13T09:29:54.314Z",""
"5438b418d431bae7","webkit-mobile","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,purchase URL with mock UTM shows purchase mode","pending","skipped","0","0","skipped","2025-10-13T09:29:54.672Z",""
"5438b418d431bae7","webkit-mobile","site-mode.spec.ts","Site Mode Selection,Development Mode with Mock Data,different mock hashes show different business data","pending","skipped","0","0","skipped","2025-10-13T09:29:54.672Z",""
"5438b418d431bae7","chromium-desktop","site-mode-context.spec.ts","SiteMode Context,should load in organic mode by default","passed","passed","0","3228","passed","2025-10-13T09:26:35.686Z",""
"5438b418d431bae7","chromium-desktop","site-mode-context.spec.ts","SiteMode Context,should switch to purchase mode with UTM parameter","pending","skipped","0","0","skipped","2025-10-13T09:26:35.918Z",""
"5438b418d431bae7","chromium-desktop","site-mode-context.spec.ts","SiteMode Context,should handle context provider mounting correctly","passed","passed","0","3773","passed","2025-10-13T09:26:35.921Z",""
"5438b418d431bae7","chromium-desktop","site-mode-context.spec.ts","SiteMode Context,should not cause infinite loading states","passed","passed","0","3792","passed","2025-10-13T09:26:35.926Z",""
"5438b418d431bae7","chromium-desktop","site-mode-context.spec.ts","SiteMode Context,should properly detect cookies for site mode","passed","passed","0","2720","passed","2025-10-13T09:26:37.614Z",""
"5438b418d431bae7","firefox-desktop","site-mode-context.spec.ts","SiteMode Context,should switch to purchase mode with UTM parameter","pending","skipped","0","0","skipped","2025-10-13T09:27:38.877Z",""
"5438b418d431bae7","firefox-desktop","site-mode-context.spec.ts","SiteMode Context,should load in organic mode by default","passed","passed","0","4694","passed","2025-10-13T09:27:38.841Z",""
"5438b418d431bae7","firefox-desktop","site-mode-context.spec.ts","SiteMode Context,should handle context provider mounting correctly","passed","passed","0","4347","passed","2025-10-13T09:27:38.879Z",""
"5438b418d431bae7","firefox-desktop","site-mode-context.spec.ts","SiteMode Context,should not cause infinite loading states","passed","passed","0","4693","passed","2025-10-13T09:27:39.297Z",""
"5438b418d431bae7","firefox-desktop","site-mode-context.spec.ts","SiteMode Context,should properly detect cookies for site mode","passed","passed","0","4201","passed","2025-10-13T09:27:42.190Z",""
"5438b418d431bae7","webkit-desktop","site-mode-context.spec.ts","SiteMode Context,should load in organic mode by default","passed","passed","0","4659","passed","2025-10-13T09:28:30.758Z",""
"5438b418d431bae7","webkit-desktop","site-mode-context.spec.ts","SiteMode Context,should switch to purchase mode with UTM parameter","pending","skipped","0","0","skipped","2025-10-13T09:28:30.892Z",""
"5438b418d431bae7","webkit-desktop","site-mode-context.spec.ts","SiteMode Context,should handle context provider mounting correctly","passed","passed","0","4692","passed","2025-10-13T09:28:30.898Z",""
"5438b418d431bae7","webkit-desktop","site-mode-context.spec.ts","SiteMode Context,should not cause infinite loading states","passed","passed","0","4648","passed","2025-10-13T09:28:31.005Z",""
"5438b418d431bae7","webkit-desktop","site-mode-context.spec.ts","SiteMode Context,should properly detect cookies for site mode","passed","passed","0","3439","passed","2025-10-13T09:28:33.344Z",""
"5438b418d431bae7","chromium-mobile","site-mode-context.spec.ts","SiteMode Context,should not cause infinite loading states","passed","passed","0","3318","passed","2025-10-13T09:29:10.903Z",""
"5438b418d431bae7","chromium-mobile","site-mode-context.spec.ts","SiteMode Context,should handle context provider mounting correctly","passed","passed","0","3263","passed","2025-10-13T09:29:10.898Z",""
"5438b418d431bae7","chromium-mobile","site-mode-context.spec.ts","SiteMode Context,should load in organic mode by default","passed","passed","0","3253","passed","2025-10-13T09:29:10.875Z",""
"5438b418d431bae7","chromium-mobile","site-mode-context.spec.ts","SiteMode Context,should switch to purchase mode with UTM parameter","pending","skipped","0","0","skipped","2025-10-13T09:29:10.894Z",""
"5438b418d431bae7","chromium-mobile","site-mode-context.spec.ts","SiteMode Context,should properly detect cookies for site mode","passed","passed","0","3018","passed","2025-10-13T09:29:11.544Z",""
"5438b418d431bae7","webkit-mobile","site-mode-context.spec.ts","SiteMode Context,should load in organic mode by default","passed","passed","0","3713","passed","2025-10-13T09:29:50.554Z",""
"5438b418d431bae7","webkit-mobile","site-mode-context.spec.ts","SiteMode Context,should handle context provider mounting correctly","passed","passed","0","3666","passed","2025-10-13T09:29:50.950Z",""
"5438b418d431bae7","webkit-mobile","site-mode-context.spec.ts","SiteMode Context,should switch to purchase mode with UTM parameter","pending","skipped","0","0","skipped","2025-10-13T09:29:50.945Z",""
"5438b418d431bae7","webkit-mobile","site-mode-context.spec.ts","SiteMode Context,should not cause infinite loading states","passed","passed","0","3711","passed","2025-10-13T09:29:51.334Z",""
"5438b418d431bae7","webkit-mobile","site-mode-context.spec.ts","SiteMode Context,should properly detect cookies for site mode","passed","passed","0","3506","passed","2025-10-13T09:29:51.784Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should redirect to homepage without UTM parameter","passed","passed","0","1398","passed","2025-10-13T09:26:30.237Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should handle UTM validation and redirect appropriately","passed","passed","0","2034","passed","2025-10-13T09:26:31.712Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should be mobile responsive","passed","passed","0","2250","passed","2025-10-13T09:26:32.035Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should show performance metrics","passed","passed","0","1732","passed","2025-10-13T09:26:33.467Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should show trust signals","passed","passed","0","1648","passed","2025-10-13T09:26:33.687Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should show all included features","passed","passed","0","1630","passed","2025-10-13T09:26:33.914Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should show page logo and branding","passed","passed","0","1745","passed","2025-10-13T09:26:34.050Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should handle checkout button click","pending","skipped","0","0","skipped","2025-10-13T09:26:34.048Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should handle expired UTM tokens","passed","passed","0","1442","passed","2025-10-13T09:26:34.386Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should show warning for used UTM tokens","passed","passed","0","2726","passed","2025-10-13T09:26:35.334Z",""
"5438b418d431bae7","chromium-desktop","purchase.spec.ts","Purchase Page,should maintain scroll position on navigation","passed","passed","0","1741","passed","2025-10-13T09:26:35.527Z",""
"5438b418d431bae7","firefox-desktop","purchase.spec.ts","Purchase Page,should redirect to homepage without UTM parameter","passed","passed","0","2502","passed","2025-10-13T09:27:28.643Z",""
"5438b418d431bae7","firefox-desktop","purchase.spec.ts","Purchase Page,should handle UTM validation and redirect appropriately","passed","passed","0","3792","passed","2025-10-13T09:27:29.189Z",""
"5438b418d431bae7","firefox-desktop","purchase.spec.ts","Purchase Page,should be mobile responsive","passed","passed","0","3563","passed","2025-10-13T09:27:31.273Z",""
"5438b418d431bae7","firefox-desktop","purchase.spec.ts","Purchase Page,should show performance metrics","passed","passed","0","4833","passed","2025-10-13T09:27:32.431Z",""
"5438b418d431bae7","firefox-desktop","purchase.spec.ts","Purchase Page,should show trust signals","passed","passed","0","4924","passed","2025-10-13T09:27:33.952Z",""
"5438b418d431bae7","firefox-desktop","purchase.spec.ts","Purchase Page,should show all included features","passed","passed","0","4048","passed","2025-10-13T09:27:34.067Z",""
"5438b418d431bae7","firefox-desktop","purchase.spec.ts","Purchase Page,should show page logo and branding","passed","passed","0","3962","passed","2025-10-13T09:27:34.755Z",""
"5438b418d431bae7","firefox-desktop","purchase.spec.ts","Purchase Page,should handle checkout button click","pending","skipped","0","0","skipped","2025-10-13T09:27:34.750Z",""
"5438b418d431bae7","firefox-desktop","purchase.spec.ts","Purchase Page,should handle expired UTM tokens","passed","passed","0","3166","passed","2025-10-13T09:27:34.921Z",""
"5438b418d431bae7","firefox-desktop","purchase.spec.ts","Purchase Page,should show warning for used UTM tokens","passed","passed","0","4288","passed","2025-10-13T09:27:37.807Z",""
